,brand,model,processor,ram,memory,ratings,reviews,ram_version,display_inch,warranty,price
0,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
1,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
2,Colorful,Evol P-15,Core i5 12th Gen 12450H,16,512,,,DDR5,15.6,2,65640
3,Lenovo,V15 Intel Celeron,Celeron Dual Core 4th Gen,8,256,,189,DDR4,15.6,1,19990
4,ASUS,X1502ZA Intel Core,Core i5 12th Gen 1235U,8,512,3.813 ,3,DDR4,15.6,,45900
5,HP,AMD Ryzen 3,Ryzen 3 Quad Core 5300U,8,512,"4.23,375 ",353,DDR4,15.6,1,32191
6,Apple,2020 Macbook Air,2020 Macbook Air Apple M1,8,256,"4.714,230 ",180,DDR4,13.3,1,73990
7,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
8,ZEBRONICS,Pro Series Z,Core i5 12th Gen 1235U,16,512,3.8188 ,41,DDR4,15.6,1,34990
9,DELL,Intel Core i3,Core i3 12th Gen 1215U,8,512,"4.21,359 ",172,DDR4,,1,34990
10,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
11,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
12,Lenovo,V15 AMD Ryzen,Ryzen 3 Quad Core 7320U,8,512,4.3340 ,47,DDR5,,1,27990
13,Lenovo,IdeaPad Slim 3,Core i3 12th Gen 1215U,8,512,4.2683 ,47,DDR4,15.6,1,35990
14,HP,245G9 AMD Ryzen,Core AMD Ryzen 3 3250U,8,512,4.2428 ,20,DDR4,14,1,25999
15,DELL,Intel Core i3,Core i3 12th Gen 1215U,8,512,4.2775 ,92,DDR4,15.6,1,35490
16,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
17,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
18,HP,255 G9 AMD Ryzen,3 Dual Core R3 3250,8,512,4.1287 ,24,DDR4,15.6,1,25999
19,DELL,Vostro 3420 Business,Intel Core i5 11th Gen,8,512,3.723 ,3,DDR4,14,1,39990
20,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
21,ZEBRONICS,Thin and Light,Core i7 12th Gen 1255U,16,1,3.982 ,7,DDR4,15.6,1,43990
22,HP,AMD Ryzen 5,Ryzen 5 Hexa Core 5500U,8,512,"4.32,793 ",238,DDR4,15.6,1,37990
23,ASUS,Vivobook 15 Intel Core,Core i3 12th Gen 1215U,16,512,"4.32,139 ",228,DDR4,15.6,1,41990
24,Lenovo,IdeaPad Slim 3,Core i3 12th Gen 1215U,8,256,4.1660 ,58,DDR4,15.6,1,31990
25,MSI,Katana 15 Intel Core,Core i5 12th Gen 12450H,8,512,4.288 ,10,DDR5,15.6,2,81990
26,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
27,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
28,MSI,GF63 Intel Core,Core i7 12th Gen 12650H,16,1,4.4200 ,12,DDR4,15.6,2,96990
29,ZEBRONICS,Thin and Light,Core i7 12th Gen 1255U,16,512,3.982 ,7,DDR4,15.6,1,40990
30,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
31,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
32,Infinix,INBook X2 Plus Intel,Core i3 11th Gen 1115G4,8,256,4.2594 ,106,DDR4X,15.6,1,25990
33,ASUS,TUF Gaming F15,Core i5 11th Gen 11400H,16,512,"4.52,283 ",240,DDR4,15.6,1,59990
34,ASUS,TUF Gaming F15,Core i5 11th Gen 11260H,16,512,"4.34,325 ",433,DDR4,15.6,1,52990
35,CHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
36,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
37,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
38,ASUS,Vivobook Pro 15,Ryzen 5 Hexa Core 5600HS,8,512,"4.41,201 ",130,DDR4,15.6,1,59990
39,HP,2023 Intel Core,Core i5 12th Gen 1235U,8,512,"4.21,026 ",71,DDR4,15.6,1,49990
40,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
41,Acer,Aspire 3 Intel,Core i3 12th Gen 1215U,8,512,4.4210 ,19,DDR4,15.6,1,32990
42,CHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,14.1,1,16990
43,HP,G9245 Silver 841w7paA,Core AMD Ryzen 3 3250U,8,512,3.956 ,3,DDR4,14,1,23999
44,MSI,Modern 15 AMD Ryzen,Ryzen 5 Hexa Core 7530U,8,512,4.3532 ,69,DDR4,15.6,1,36990
45,HP,255 G9 841W6pa,AMD Ryzen 3 Dual Core,8,512,3.7177 ,15,DDR4,15.6,1,23990
46,ASUS,Vivobook 15 Intel Core,Core i3 11th Gen 1115G4,8,256,"4.32,965 ",307,DDR4,15.6,1,29990
47,Infinix,Y1 Plus Neo,Core 11th Gen JSL N5100,8,512,,554,DDR4X,,1,22990
48,DELL,Intel Core i3,Core i3 12th Gen 1215U,8,512,4.2775 ,92,DDR4,15.6,1,36390
49,MSI,Modern 14 Intel Core,Core i5 11th Gen 1155G7,8,512,"4.21,268 ",163,DDR4,14,1,36990
50,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
51,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
52,MSI,Modern 14 AMD Ryzen,Ryzen 5 Hexa Core 7530U,8,512,4.3532 ,69,DDR4,14,1,33990
53,HP,Pavilion x360 Intel,Core i3 12th Gen 1215U,8,512,4.367 ,5,DDR4,14,1,55208
54,MSI,GF63 Intel Core,Core i5 11th Gen 11260H,8,512,"4.21,117 ",121,DDR4,15.6,2,52990
55,ASUS,Vivobook Go 15,Ryzen 5 Quad Core 7520U,8,512,"4.41,233 ",124,DDR5,15.6,1,50990
56,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
57,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
58,ASUS,Vivobook S14 OLED,Core i5 12th Gen 12500H,16,512,"4.43,502 ",379,DDR4,14,1,74990
59,DELL,Intel Core i5,Core i5 12th Gen 1235U,8,512,4.2121 ,9,DDR4,15.6,1,46290
60,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
61,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
62,HP,Victus AMD Ryzen,Ryzen 5 Hexa Core 5600H,16,512,4.3872 ,74,DDR4,15.6,1,62900
63,Primebook,4G Android Based,4G Android Based MediaTek MT8788,4,64,"4.22,759 ",849,DDR4,11.6,1,13990
64,ASUS,TUF Gaming F15,Core i5 11th Gen 11260H,8,512,"4.34,325 ",433,DDR4,15.6,1,48990
65,Lenovo,V15 Series AMD,AMD Athlon Dual Core 7120U,8,512,4.2206 ,19,DDR5,15.6,1,24162
66,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
67,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
68,DELL,Inspiron 15 3520,i5 12th Gen Core i5,16,512,,15,DDR4,15.6,1,52200
69,ASUS,Intel Core i5,Intel Core i5 10th Gen,8,1,4.54 ,0,DDR4,15.6,,48990
70,HP,14s Intel Core,Core i3 11th Gen 1115G4,8,256,"4.312,221 ",944,DDR4,14,1,37250
71,Lenovo,V15 Intel Core,Core i3 12th Gen 1215U,8,512,4.2214 ,16,DDR4,15.6,1,32500
72,CHUWI,Intel Celeron Dual,Dual Core 10th Gen N4020,4,128,3.647 ,5,DDR4,11.6,1,12990
73,ASUS,Vivobook 16 (2023,Core i3 13th Gen 1315U,8,512,4.4181 ,21,DDR4,16,1,42990
74,HP,Pavilion Gaming AMD,Ryzen 5 Quad Core 3550H,8,1,"4.215,596 ",055,DDR4,15.6,1,51000
75,HP,2023 AMD Ryzen,Ryzen 3 Dual Core 3250U,8,512,"4.24,082 ",353,DDR4,15.6,1,31990
76,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
77,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
78,ZEBRONICS,Pro Series Z,Core i5 12th Gen 1235U,8,512,3.8188 ,41,DDR4,15.6,1,33990
79,ASUS,Vivobook S 14,Ryzen 5 Hexa Core 5600HS,8,512,4.4415 ,46,DDR4,14,1,58990
80,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
81,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
82,WINGS,Nuvobook V1 Aluminium Alloy,Core i5 11th Gen 1155G7,8,512,"4.11,827 ",364,DDR4,15.6,1,27990
83,MSI,Modern 14 Intel Core,Core i3 12th Gen 1215U,8,512,4.3317 ,47,DDR4,14,1,32990
84,ASUS,Vivobook Go 14,Ryzen 3 Quad Core 7320U,8,512,4.434 ,2,DDR5,14.1,1,33990
85,SAMSUNG,Galaxy Book2 Intel,Core i5 12th Gen 1235U,8,256,4.5209 ,31,DDR4X,15.6,1,56990
86,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
87,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
88,HP,250 G9 Intel Core,Core i3 12th Gen 1215U,8,512,4.326 ,2,DDR4,15.6,1,34989
89,ASUS,Vivobook 15 Intel Core,,8,512,4.196 ,12,DDR4,15.6,0211,42990
90,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
91,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
92,DELL,Inspiron 3511 Intel,Intel Core i5 11th Gen,8,512,,5,DDR4,15.6,1,42990
93,Lenovo,ThinkPad E14 AMD,Ryzen 5 Hexa Core 7530U,16,512,4.712 ,1,DDR4,14,1,52990
94,HP,240 G8 Intel Core,Intel Core i3 11th Gen,8,512,,,DDR4,14,1,31890
95,HP,AMD Ryzen 5,AMD Ryzen 5 Quad Core,8,512,,,DDR4,15.6,,39990
96,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
97,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
98,Lenovo,AMD Ryzen 5,Ryzen 5 Hexa Core 7530U,16,512,,0,DDR4,15.6,1,41990
99,HP,15s Intel Core,Core i3 12th Gen 1215U,8,512,"4.34,216 ",422,DDR4,15.6,0211,37699
100,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
101,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
102,Infinix,X3 Slim Intel,Core i7 12th Gen 1255U,16,512,4.3103 ,13,DDR4X,14,1,43990
103,Lenovo,ThinkBook 15 G5 AMD,Ryzen 5 Hexa Core 7530U,8,512,4.26 ,0,DDR4,15.6,1,38990
104,Infinix,X3 Slim Intel,Core i3 12th Gen 1215U,8,512,"4.11,227 ",175,DDR4X,14,1,29990
105,HP,Intel Core i3,Core i3 12th Gen 1215U,8,512,"4.34,216 ",422,DDR4,15.6,0211,37490
106,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
107,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
108,ASUS,TUF Gaming F17,Core i5 11th Gen 11260H,8,512,,,DDR4,17.3,1,51990
109,HP,AMD Ryzen 7,Ryzen 7 Octa Core 5700U,16,1,,,DDR4,15.6,1,63990
110,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
111,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
112,Lenovo,IdeaPad Slim 3,Intel Celeron Dual Core N4020,8,256,,17,DDR4,15.6,2,25890
113,Infinix,Y1 Plus Neo,Core 11th Gen JSL N5100,8,512,,554,DDR4X,,1,22990
114,HP,Envy x360 Creator,Core i5 12th Gen 1230U,16,512,4.493 ,16,DDR4X,13.3,1,87990
115,DELL,Inspiron Intel Core,Core i3 12th Gen 1215U,8,512,,5,DDR4,15.6,0211,35990
116,MSI,GF63 Intel Core,Core i7 11th Gen 11800H,16,1,4.3470 ,44,DDR4,15.6,2,63990
117,DELL,Inspiron Intel Core,Core i3 12th Gen 1215U,8,512,3.823 ,2,DDR4,15.6,0211,36990
118,ASUS,VivoBook 15 Intel Core,Core i3 10th Gen 1005G1,4,1,"3.74,654 ",545,DDR4,15.6,1,28990
119,HP,15s Intel Core,Core i5 12th Gen 1235U,16,512,4.1303 ,31,DDR4,15.6,1,53499
120,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
121,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
122,ASUS,TUF Gaming F15,Core i5 11th Gen 11400H,8,512,4.4178 ,19,DDR4,15.6,1,49990
123,HP,Laptop Intel Core,Core i5 12th Gen 1235U,8,512,4.77 ,0,DDR4,15.6,1,49990
124,HP,2023 Intel Core,Core i5 11th Gen 1155G7,16,512,"4.33,630 ",272,DDR4,15.6,1,51490
125,Lenovo,IdeaPad Slim 5,Intel Core Ultra 5 125H,16,1,4.460 ,15,DDR5X,16,1,75990
126,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
127,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
128,Acer,One Intel Core,Core i3 11th Gen 1115G4,8,512,"4.26,027 ",546,DDR4,14,1,29990
129,HP,Intel Pentium Quad,Intel Pentium Quad Core N6000,8,512,,,DDR4,15.6,1,31490
130,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
131,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
132,Lenovo,IdeaPad Slim 3,Core i5 12th Gen 12450H,16,512,,,DDR5,14,1,54990
133,Infinix,Intel Core i5,Core i5 11th Gen 1155G7,16,512,4.1257 ,43,DDR4X,14,1,32990
134,Infinix,Inbook Y2 Plus Intel,Core i3 11th Gen 1115G4,8,512,"4.11,223 ",181,DDR4X,15.6,1,25490
135,Lenovo,ThinkBook 15 AMD Ryzen,Ryzen 7 Octa Core 7730U,8,512,3.922 ,3,DDR4,15.6,1,46215
136,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
137,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
138,HP,fq2673TU Intel Core,Core i3 11th Gen 1115G4,8,512,3.816 ,1,DDR4,15.6,1,34900
139,HP,Victus AMD Ryzen,Ryzen 7 Octa Core 5800H,16,512,4.4393 ,31,DDR4,15.6,1,68990
140,ASUS,Vivobook 15 Intel Core,Core i5 12th Gen 1235U,8,512,"4.11,142 ",85,DDR4,15.6,1,50990
141,MSI,Modern 14 Intel Core,Core i5 12th Gen 1235U,16,512,4.2597 ,84,DDR4,14,1,40990
142,MSI,GF63 Intel Core,Core i5 11th Gen 11260H,16,512,4.2170 ,19,DDR4,15.6,2,58990
143,MSI,GF63 Intel Core,Core i5 12th Gen 12450H,16,512,4.3105 ,11,DDR4,15.6,2,67990
144,MSI,Modern 14 Intel Core,Core i5 12th Gen 1235U,16,512,4.2597 ,84,DDR4,14,1,40990
145,MSI,GF63 Intel Core,Core i5 11th Gen 11260H,16,512,4.2170 ,19,DDR4,15.6,2,58990
146,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
147,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
148,ASUS,Vivobook 15 Intel Core,,16,512,3.99 ,1,DDR4,15.6,1,70990
149,MSI,Bravo 15 AMD Ryzen,7th Gen Ryzen 7 7735HS,16,1,,,DDR5,15.6,1,89990
150,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
151,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
152,Lenovo,Yoga Slim 6,Core i5 12th Gen 1240P,16,512,4.2854 ,130,DDR5,14,1,63400
153,Infinix,INBook X1 Neo Series,Intel Celeron Quad Core N5100,8,256,"4.24,365 ",599,DDR4X,14,1,24990
154,Colorful,Evol P-15,Core i5 12th Gen 12450H,16,512,,,DDR5,15.6,2,65640
155,Acer,Extensa (2023,Core i3 12th Gen N305,8,512,"4.21,032 ",107,DDR5,15.6,1,32750
156,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
157,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
158,HP,15s (2023,Core i3 13th Gen 1315U,8,512,4.2228 ,23,DDR4,15.6,1,44990
159,HP,Pavilion Intel Core,Core i5 12th Gen 1235U,16,512,"4.31,563 ",136,DDR4,14,1,62490
160,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
161,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
162,ASUS,Vivobook Pro 15,Ryzen 7 Octa Core 5800HS,16,512,4.3122 ,24,DDR4,15.6,1,65990
163,Acer,AMD Ryzen 3,Ryzen 3 Dual Core 3250U,8,256,,52,DDR4,14,1,25990
164,ASUS,ROG Ally AMD,Ryzen Z1 Octa Core Extreme,16,512,4.6451 ,84,DDR5,,1,59990
165,Infinix,Y1 Plus Neo,Quad Core 11th Gen N5100,4,128,,195,DDR4X,15.6,1,18990
166,HP,Pavilion x360 Intel,Core i5 13th Gen 1335U,16,1,4.3175 ,22,DDR4,14,1,76321
167,Infinix,INBook X1 Neo Series,Quad Core 11th Gen N5100,4,128,,195,DDR4X,14,1,22990
168,ASUS,Vivobook 14 Intel Core,Core i3 11th Gen 1115G4,16,512,4.2132 ,9,DDR4,14,0211,38990
169,ASUS,Vivobook Go 14,Core i3 12th Gen N305,8,512,4.355 ,7,DDR4,14,1,36990
170,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
171,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
172,ASUS,Vivobook 15 AMD Ryzen,Ryzen 7 Octa Core 5800HS,16,512,"4.21,342 ",108,DDR4,15.6,1,56990
173,ASUS,TUF Gaming F15,Core i5 10th Gen 10300H,8,512,"4.46,074 ",634,DDR4,15.6,1,48600
174,ASUS,Vivobook AMD Ryzen,Ryzen 5 Quad Core 7520U,8,512,,,DDR5,14,1,39990
175,MSI,GF63 Intel Core,Core i7 12th Gen 12650H,16,512,4.4200 ,12,DDR4,15.6,2,92990
176,SponsoredLenovo,IdeaPad Flex 5,Core i7 13th Gen 1355U,16,512,4.816 ,2,DDR4X,14,0211,77190
177,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
178,SAMSUNG,Galaxy Book2 Pro,Core i5 12th Gen 1240P,16,512,"4.61,714 ",248,DDR5,13.3,1,69990
179,Primebook,S Wifi MediaTek,Primebook S Wifi MediaTek MT8183,4,128,4.3975 ,288,DDR4,11.6,1,13990
180,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
181,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
182,DELL,Inspiron Intel Core,Core i7 13th Gen 1355U,16,512,,0,DDR4,15.6,1,68990
183,DELL,Intel Core i3,Core i3 11th Gen 1115G4,8,512,3.414 ,3,DDR4,15.6,1,33499
184,Infinix,Inbook Y2 Plus Intel,Core i5 11th Gen 1155G7,16,512,4.1257 ,43,DDR4X,15.6,1,32990
185,ASUS,Vivobook Pro 15,Ryzen 5 Hexa Core 5600HS,8,512,"4.41,201 ",130,DDR4,15.6,1,59990
186,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
187,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
188,ASUS,Vivobook Go 15,Ryzen 3 Quad Core 7320U,8,512,"4.41,455 ",210,DDR5,15.6,1,46990
189,Lenovo,Intel Celeron Dual,Celeron Dual Core 4th Gen,8,256,3.7187 ,11,DDR4,15.6,1,20890
190,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
191,SAMSUNG,Galaxy Book3 Intel,Core i7 13th Gen 1355U,16,512,4.4391 ,53,DDR4X,15.6,1,81990
192,HP,Pavilion Gaming AMD,,8,512,3.983 ,7,DDR4,15.6,,58000
193,HP,Intel Core i5,Core i5 13th Gen 1335U,8,512,4.142 ,2,DDR4,15.6,1,59990
194,MSI,Katana 15 Intel Core,Core i5 12th Gen 12450H,16,1,4.517 ,1,DDR5,15.6,2,87990
195,HP,Laptop AMD Ryzen,Ryzen 3 Quad Core 5300U,8,512,"4.33,567 ",438,DDR4,15.6,1,35490
196,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
197,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
198,MSI,Bravo 15 AMD Ryzen,Ryzen 5 Hexa Core 7535HS,8,512,4.1102 ,17,DDR5,15.6,1,49990
199,Lenovo,Intel Core i5,Core i5 13th Gen 1355U,16,512,,,DDR5,16,1,55990
200,SponsoredLenovo,IdeaPad Flex 5,Core i7 13th Gen 1355U,16,512,4.816 ,2,DDR4X,14,0211,77190
201,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
202,Lenovo,IdeaPad Slim 3,Core i5 12th Gen 1235U,16,512,"4.21,602 ",129,DDR4,15.6,2,51990
203,Lenovo,Lenovo Ideapad Slim,Intel Celeron Dual Core N4020,8,256,"4.12,392 ",216,DDR4,14,2,25930
204,ASUS,Vivobook S 14,Core i5 12th Gen 12500H,16,512,"4.31,697 ",183,DDR4,14,1,65990
205,ZEBRONICS,Pro Series Z,Core i7 12th Gen 1255U,16,1,3.982 ,7,DDR4,15.6,1,43990
206,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
207,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
208,Apple,2020 Macbook Air,2020 Macbook Air Apple M1,8,256,"4.714,230 ",180,DDR4,13.3,1,74990
209,Lenovo,ThinkBook 15 AMD Ryzen,Ryzen 3 Hexa Core 7330U,8,512,4.3982 ,118,DDR4,15.6,1,33500
210,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
211,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
212,ASUS,TUF Gaming F15,Core i5 12th Gen 12500H,16,512,4.5433 ,39,DDR4,15.6,1,70990
213,SAMSUNG,Galaxy Book3 Intel,Core i5 13th Gen 1335U,16,512,4.4777 ,110,DDR4X,15.6,1,69990
214,Acer,Nitro V Intel,Core i5 13th Gen 13420H,16,512,4.352 ,6,DDR5,15.6,1,79990
215,HP,Victus AMD Ryzen,Ryzen 5 Hexa Core 5600H,8,512,"4.21,000 ",97,DDR4,15.6,1,49490
216,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
217,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
218,HP,Victus AMD Ryzen,Ryzen 5 Hexa Core 5600H,8,512,4.3872 ,74,DDR4,15.6,1,55490
219,DELL,AMD Ryzen 5,,8,512,,24,DDR5,,1,66215
220,SponsoredLenovo,IdeaPad Flex 5,Core i7 13th Gen 1355U,16,512,4.816 ,2,DDR4X,14,0211,77190
221,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
222,HP,Pavilion AMD Ryzen,Ryzen 5 Hexa Core 5500U,16,1,4.34 ,0,DDR4,15.6,1,57990
223,HP,Victus Intel Core,Core i7 12th Gen 12650H,16,512,4.499 ,10,DDR4,15.6,1,78990
224,Lenovo,IdeaPad Slim 3,Core i3 12th Gen 1215U,8,256,"4.21,060 ",78,DDR4,15.6,0211,33000
225,Lenovo,IdeaPad Slim 3,Core i3 12th Gen 1215U,8,512,"4.21,060 ",78,DDR4,,2,35250
226,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
227,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
228,SAMSUNG,Galaxy Book3 360,Core i7 13th Gen 1360P,16,1,4.728 ,5,DDR4X,15.6,1,133990
